experiment,pair_id,model_a,model_b,pair_group,method,fold_records,train_target_cells,test_target_cells,train_near_bi_share,train_bi_gap,train_adjusted_pog_complementarity,train_high_loss_lift_complementarity,train_adjusted_loss_corr_complementarity,train_alignment_c,train_disagreement_d,train_alpha_clipped,train_alpha_lcb_1se,train_alpha_lcb_95,test_alignment_c,test_disagreement_d,test_alpha_clipped,test_pooled_alpha_clipped,test_partner_win_share,method_partner_weight,adjusted_brier,anchor_adjusted_brier,best_single_adjusted_brier,brier_index,gain_vs_anchor,gain_vs_best_single,mean_fold_gain_vs_anchor,mean_fold_gain_vs_best_single,model_adjusted_brier,gain_vs_model,canonical_model_version,model_configuration,primary_configuration
polymarket_model,Claude-3-Opus-20240229 (scratchpad with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (scratchpad with freeze values),claude,oracle_linear,20,2950,2950,0.0,6.917218905661947,0.011400922881355932,-5.86753507723568,-0.30456062503483944,-0.0027952906779661014,0.03914105508474575,0.00879474296465077,0.0,0.0,-0.0027952906779661014,0.03914105508474575,0.00879474296465077,0.0,0.09830508474576272,0.01094876040236676,0.08277280197332496,0.08280788350523796,0.08280788350523796,71.23547420266894,0.00042364966266511257,0.00042364966266511257,0.00044280469560824563,0.00044280469560824563,0.12753951994591592,0.35100271658208076,Claude-3-Opus-20240229,scratchpad with freeze values,0
polymarket_model,Claude-3-Opus-20240229 (scratchpad with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (scratchpad with freeze values),claude,partner,20,2950,2950,0.0,6.917218905661947,0.011400922881355932,-5.86753507723568,-0.30456062503483944,-0.0027952906779661014,0.03914105508474575,0.00879474296465077,0.0,0.0,-0.0027952906779661014,0.03914105508474575,0.00879474296465077,0.0,0.09830508474576272,1.0,0.12753951994591592,0.08280788350523796,0.08280788350523796,64.31201132293751,-0.5401857232330842,-0.5401857232330842,-0.5421222551806776,-0.5421222551806776,0.12753951994591592,0.0,Claude-3-Opus-20240229,scratchpad with freeze values,0
polymarket_model,Claude-3-Opus-20240229 (scratchpad with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (scratchpad with freeze values),claude,piecewise_odds,20,2950,2950,0.0,6.917218905661947,0.011400922881355932,-5.86753507723568,-0.30456062503483944,-0.0027952906779661014,0.03914105508474575,0.00879474296465077,0.0,0.0,-0.0027952906779661014,0.03914105508474575,0.00879474296465077,0.0,0.09830508474576272,,0.08646629974746364,0.08280788350523796,0.08280788350523796,70.60216486930959,-0.04417956464246874,-0.04417956464246874,-0.04425111936207713,-0.04425111936207713,0.12753951994591592,0.3220430829273129,Claude-3-Opus-20240229,scratchpad with freeze values,0
polymarket_model,Claude-3-Opus-20240229 (scratchpad with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (scratchpad with freeze values),claude,simple_mean,20,2950,2950,0.0,6.917218905661947,0.011400922881355932,-5.86753507723568,-0.30456062503483944,-0.0027952906779661014,0.03914105508474575,0.00879474296465077,0.0,0.0,-0.0027952906779661014,0.03914105508474575,0.00879474296465077,0.0,0.09830508474576272,0.5,0.09538843795439049,0.08280788350523796,0.08280788350523796,69.1235166050821,-0.15192459843943185,-0.15192459843943185,-0.1525153298610305,-0.1525153298610305,0.12753951994591592,0.2520872119101541,Claude-3-Opus-20240229,scratchpad with freeze values,0
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,anchor,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,0.0,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,best_single,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,cf_directional,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,cf_directional_lcb_1se,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,cf_lcb_1se,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,0.0,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,cf_lcb_95,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,0.0,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,cf_linear,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,0.0,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,ec_w0_56,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,,0.08995668275092503,0.08278588033357746,0.08278588033357746,70.01817596351067,-0.08661866478261182,-0.08661866478261182,-0.08640682594025866,-0.08640682594025866,0.10038370667585934,0.10387167669155066,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,log_odds_mean,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,,0.08993913688457734,0.08278588033357746,0.08278588033357746,70.01992051820504,-0.08640672204217127,-0.08640672204217127,-0.08623210220900039,-0.08623210220900039,0.10038370667585934,0.10404646468184013,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,oracle_directional,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,oracle_linear,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,0.0,0.08278588033357746,0.08278588033357746,0.08278588033357746,71.23292767871378,0.0,0.0,0.0,0.0,0.10038370667585934,0.1753056041166676,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,partner,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,1.0,0.10038370667585934,0.08278588033357746,0.08278588033357746,68.33957305591035,-0.21257038363756223,-0.21257038363756223,-0.21236970755857001,-0.21236970755857001,0.10038370667585934,0.0,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,piecewise_odds,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,,0.09242086982985714,0.08278588033357746,0.08278588033357746,69.61387934407549,-0.1163844541781334,-0.1163844541781334,-0.11612815785205459,-0.11612815785205459,0.10038370667585934,0.07932399698802049,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-3-Opus-20240229 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-3-Opus-20240229 (zero shot with freeze values),claude,simple_mean,20,2980,2980,0.3,2.8933546228034266,0.003911563758389263,-23.929695756098862,-0.6642641880766392,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.0,-0.004497566275167784,0.008602693791946309,0.0,0.0,0.214765100671141,0.5,0.08943412005673183,0.08278588033357746,0.08278588033357746,70.10300452154574,-0.08030644472663635,-0.08030644472663635,-0.08023822691544659,-0.08023822691544659,0.10038370667585934,0.109077329197296,Claude-3-Opus-20240229,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,anchor,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,0.0,0.03548036115684423,0.03548036115684423,0.03464286683045533,81.16926214115475,0.0,-0.024175087197247657,0.0,-0.024750297171126888,0.037335012684622,0.049675931368886025,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,best_single,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,,0.03464286683045533,0.03548036115684423,0.03464286683045533,81.39322000087174,0.023604447617843426,0.0,0.023216715379401412,0.0,0.037335012684622,0.072107806066865,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,cf_directional,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,,0.03802118882524493,0.03548036115684423,0.03464286683045533,80.51393622372382,-0.07161222675182874,-0.09751854577519092,-0.07286138735012347,-0.09758259041144503,0.037335012684622,-0.01837889132164576,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,cf_directional_lcb_1se,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,,0.03587454327395298,0.03548036115684423,0.03464286683045533,81.0633553604103,-0.011109867663585342,-0.03555353688035006,-0.011767196867448374,-0.036517494038575266,0.037335012684622,0.03911795672887436,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,cf_lcb_1se,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,0.06879616868141705,0.03573480222951833,0.03548036115684423,0.03464286683045533,81.10127604667268,-0.007171321383943178,-0.03151977590096715,-0.007495606578588549,-0.032245903749715435,0.037335012684622,0.042860852053835836,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,cf_lcb_95,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,0.0,0.03548036115684423,0.03548036115684423,0.03464286683045533,81.16926214115475,0.0,-0.024175087197247657,0.0,-0.024750297171126888,0.037335012684622,0.049675931368886025,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,cf_linear,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,0.4780145856690225,0.0379352084820337,0.03548036115684423,0.03464286683045533,80.53835350651158,-0.0691889046545382,-0.09503663965489137,-0.07018615240910717,-0.09491738649625042,0.037335012684622,-0.016075950006544926,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,ec_w0_56,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,,0.03589053550209711,0.03548036115684423,0.03464286683045533,81.0721549395448,-0.011560602312915232,-0.03601516807913032,-0.012448570287819982,-0.0352933038819448,0.037335012684622,0.03868961274305016,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,log_odds_mean,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,,0.036685196367385,0.03548036115684423,0.03464286683045533,80.86006844560497,-0.033957805705942166,-0.05895382581715817,-0.03505581003541039,-0.05859697014595749,0.037335012684622,0.01740501128863021,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,oracle_directional,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,,0.03448177621769777,0.03548036115684423,0.03464286683045533,81.43708083291561,0.02814472306897107,0.004650037006058176,0.02784361731376472,0.004756442812804478,0.037335012684622,0.07642253910628659,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,oracle_linear,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,0.472960978594459,0.03461138380639573,0.03548036115684423,0.03464286683045533,81.40173471704269,0.024491784246702043,0.0009087880692345851,0.02413446402372934,0.0009183630305328243,0.037335012684622,0.07295106342224733,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,partner,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,1.0,0.037335012684622,0.03548036115684423,0.03464286683045533,80.69967898640813,-0.05227262258067534,-0.07771140498683964,-0.05394158299475857,-0.07715829837415998,0.037335012684622,0.0,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,piecewise_odds,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,,0.0357495126742987,0.03548036115684423,0.03464286683045533,81.11716813920872,-0.007585929474186046,-0.03194440717794432,-0.008459900693073093,-0.030769452931828385,0.037335012684622,0.042466840006628856,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Haiku-4-5-20251001 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Haiku-4-5-20251001 (zero shot with freeze values),claude,simple_mean,20,2880,2880,0.95,0.9174988741805913,0.0014949180000000002,-86.96625716625717,-0.6846421908057112,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.06879616868141705,0.0,0.000720118402777778,0.0032948883333333337,0.4780145856690225,0.21855623921835832,0.1909722222222222,0.5,0.03558396483739978,0.03548036115684423,0.03464286683045533,81.14293766112105,-0.0029200289167734357,-0.027165708067702576,-0.0034635220249690135,-0.027184985416743367,0.037335012684622,0.04690095760817739,Claude-Haiku-4-5-20251001,zero shot with freeze values,1
polymarket_model,Claude-Opus-4-1-20250805 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Opus-4-1-20250805 (zero shot with freeze values),claude,anchor,20,3880,3880,1.0,0.2018837760351853,0.0023587109639175243,-116.80771593561862,-0.8293614690897242,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.03965149344052914,0.0,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.6151992869994265,0.4329896907216494,0.0,0.040623032536934514,0.040623032536934514,0.040022634686419055,79.84721173574779,0.0,-0.015001457430767124,0.0,-0.015148174769904625,0.04023250691837782,-0.009706718483861277,Claude-Opus-4-1-20250805,zero shot with freeze values,1
polymarket_model,Claude-Opus-4-1-20250805 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Opus-4-1-20250805 (zero shot with freeze values),claude,best_single,20,3880,3880,1.0,0.2018837760351853,0.0023587109639175243,-116.80771593561862,-0.8293614690897242,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.03965149344052914,0.0,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.6151992869994265,0.4329896907216494,,0.040022634686419055,0.040623032536934514,0.040022634686419055,79.99675297946148,0.014779739793418343,0.0,0.014662233487627279,0.0,0.04023250691837782,0.0052164840829965016,Claude-Opus-4-1-20250805,zero shot with freeze values,1
polymarket_model,Claude-Opus-4-1-20250805 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Opus-4-1-20250805 (zero shot with freeze values),claude,cf_directional,20,3880,3880,1.0,0.2018837760351853,0.0023587109639175243,-116.80771593561862,-0.8293614690897242,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.03965149344052914,0.0,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.6151992869994265,0.4329896907216494,,0.03979662792644713,0.040623032536934514,0.040022634686419055,80.05370283471753,0.020343252555948835,0.00564697356240312,0.020285301068800932,0.0056287990888064954,0.04023250691837782,0.010834000297694244,Claude-Opus-4-1-20250805,zero shot with freeze values,1
polymarket_model,Claude-Opus-4-1-20250805 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Opus-4-1-20250805 (zero shot with freeze values),claude,cf_directional_lcb_1se,20,3880,3880,1.0,0.2018837760351853,0.0023587109639175243,-116.80771593561862,-0.8293614690897242,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.03965149344052914,0.0,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.6151992869994265,0.4329896907216494,,0.040309904877078036,0.040623032536934514,0.040022634686419055,79.92564330328054,0.007708131084792408,-0.00717769314563543,0.007778417674406629,-0.007250008205605112,0.04023250691837782,-0.0019237667405920878,Claude-Opus-4-1-20250805,zero shot with freeze values,1
polymarket_model,Claude-Opus-4-1-20250805 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Opus-4-1-20250805 (zero shot with freeze values),claude,cf_lcb_1se,20,3880,3880,1.0,0.2018837760351853,0.0023587109639175243,-116.80771593561862,-0.8293614690897242,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.03965149344052914,0.0,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.6151992869994265,0.4329896907216494,0.03965149344052914,0.04059192050352687,0.040623032536934514,0.040022634686419055,79.85498868365694,0.0007658717595580146,-0.014224096478610674,0.0007734221317480249,-0.014369140191300346,0.04023250691837782,-0.008933412622738493,Claude-Opus-4-1-20250805,zero shot with freeze values,1
polymarket_model,Claude-Opus-4-1-20250805 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Opus-4-1-20250805 (zero shot with freeze values),claude,cf_lcb_95,20,3880,3880,1.0,0.2018837760351853,0.0023587109639175243,-116.80771593561862,-0.8293614690897242,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.03965149344052914,0.0,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.6151992869994265,0.4329896907216494,0.0,0.040623032536934514,0.040623032536934514,0.040022634686419055,79.84721173574779,0.0,-0.015001457430767124,0.0,-0.015148174769904625,0.04023250691837782,-0.009706718483861277,Claude-Opus-4-1-20250805,zero shot with freeze values,1
polymarket_model,Claude-Opus-4-1-20250805 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Opus-4-1-20250805 (zero shot with freeze values),claude,cf_linear,20,3880,3880,1.0,0.2018837760351853,0.0023587109639175243,-116.80771593561862,-0.8293614690897242,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.03965149344052914,0.0,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.6151992869994265,0.4329896907216494,0.5940862087023758,0.040360921272142546,0.040623032536934514,0.040022634686419055,79.91260764375784,0.006452282077997417,-0.008452381717845327,0.006381083005299636,-0.00853088666810515,0.04023250691837782,-0.003191805920154275,Claude-Opus-4-1-20250805,zero shot with freeze values,1
polymarket_model,Claude-Opus-4-1-20250805 (zero shot with freeze values) x Polymarket Freeze,Polymarket Freeze,Claude-Opus-4-1-20250805 (zero shot with freeze values),claude,ec_w0_56,20,3880,3880,1.0,0.2018837760351853,0.0023587109639175243,-116.80771593561862,-0.8293614690897242,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.03965149344052914,0.0,0.0010427628865979383,0.0016950001546391755,0.5940862087023758,0.6151992869994265,0.4329896907216494,,0.03865588388906902,0.040623032536934514,0.040022634686419055,80.34157827010462,0.04842446575294344,0.03414944588377673,0.04834842580002504,0.034144075151159636,0.04023250691837782,0.03918778992587736,Claude-Opus-4-1-20250805,zero shot with freeze values,1
