canonical_model_version,exact_model_name,model_organization,model_configuration,selected,selection_rank,selection_reason,n_scored_rows,n_dates,date_min,date_max
Grok-4-0709,Grok-4-0709 (zero shot with freeze values),xAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,4065,5,2025-10-26,2025-12-21
Grok-4-1-Fast-Non-Reasoning,Grok-4-1-Fast-Non-Reasoning (zero shot),xAI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,2444,3,2025-11-23,2025-12-21
Grok-4-1-Fast-Non-Reasoning,Grok-4-1-Fast-Non-Reasoning (zero shot with freeze values),xAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,2444,3,2025-11-23,2025-12-21
Grok-4-1-Fast-Reasoning,Grok-4-1-Fast-Reasoning (zero shot),xAI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,2444,3,2025-11-23,2025-12-21
Grok-4-1-Fast-Reasoning,Grok-4-1-Fast-Reasoning (zero shot with freeze values),xAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,2444,3,2025-11-23,2025-12-21
Grok-4-Fast-Non-Reasoning,Grok-4-Fast-Non-Reasoning (zero shot),xAI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,4065,5,2025-10-26,2025-12-21
Grok-4-Fast-Non-Reasoning,Grok-4-Fast-Non-Reasoning (zero shot with freeze values),xAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,4065,5,2025-10-26,2025-12-21
Grok-4-Fast-Reasoning,Grok-4-Fast-Reasoning (zero shot),xAI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,4065,5,2025-10-26,2025-12-21
Grok-4-Fast-Reasoning,Grok-4-Fast-Reasoning (zero shot with freeze values),xAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,4065,5,2025-10-26,2025-12-21
Grok-beta,Grok-beta (zero shot),xAI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,2773,2,2025-03-30,2025-04-13
Grok-beta,Grok-beta (zero shot with freeze values),xAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,2773,2,2025-03-30,2025-04-13
Grok-beta,Grok-beta (scratchpad),xAI,scratchpad,0,3,same_model_version_nonrepresentative_configuration,2773,2,2025-03-30,2025-04-13
Grok-beta,Grok-beta (scratchpad with freeze values),xAI,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,2773,2,2025-03-30,2025-04-13
Kimi-K2-Instruct,Kimi-K2-Instruct (zero shot),Moonshot,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,5275,5,2025-08-03,2025-11-09
Kimi-K2-Instruct,Kimi-K2-Instruct (zero shot with freeze values),Moonshot,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,5275,5,2025-08-03,2025-11-09
Kimi-K2-Instruct,Kimi-K2-Instruct (scratchpad),Moonshot,scratchpad,0,3,same_model_version_nonrepresentative_configuration,2420,2,2025-08-17,2025-08-31
Kimi-K2-Instruct,Kimi-K2-Instruct (scratchpad with freeze values),Moonshot,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,2420,2,2025-08-17,2025-08-31
Kimi-K2-Instruct-0905,Kimi-K2-Instruct-0905 (zero shot),Moonshot,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,4065,5,2025-10-26,2025-12-21
Kimi-K2-Instruct-0905,Kimi-K2-Instruct-0905 (zero shot with freeze values),Moonshot,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,4065,5,2025-10-26,2025-12-21
Kimi-K2-Thinking,Kimi-K2-Thinking (zero shot),Moonshot,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,2444,3,2025-11-23,2025-12-21
Kimi-K2-Thinking,Kimi-K2-Thinking (zero shot with freeze values),Moonshot,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,2444,3,2025-11-23,2025-12-21
Llama-2-70b-Chat-Hf,Llama-2-70b-Chat-Hf (zero shot),Meta,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,1507,1,2024-07-21,2024-07-21
Llama-2-70b-Chat-Hf,Llama-2-70b-Chat-Hf (zero shot with freeze values),Meta,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Llama-2-70b-Chat-Hf,Llama-2-70b-Chat-Hf (scratchpad),Meta,scratchpad,0,3,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Llama-2-70b-Chat-Hf,Llama-2-70b-Chat-Hf (scratchpad with freeze values),Meta,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Llama-3-70b-Chat-Hf,Llama-3-70b-Chat-Hf (zero shot),Meta,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,3968,3,2024-07-21,2025-06-22
Llama-3-70b-Chat-Hf,Llama-3-70b-Chat-Hf (zero shot with freeze values),Meta,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,3968,3,2024-07-21,2025-06-22
Llama-3-70b-Chat-Hf,Llama-3-70b-Chat-Hf (scratchpad),Meta,scratchpad,0,3,same_model_version_nonrepresentative_configuration,3968,3,2024-07-21,2025-06-22
Llama-3-70b-Chat-Hf,Llama-3-70b-Chat-Hf (scratchpad with freeze values),Meta,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,3968,3,2024-07-21,2025-06-22
Llama-3-8b-Chat-Hf,Llama-3-8b-Chat-Hf (zero shot),Meta,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,2733,2,2024-07-21,2025-06-08
Llama-3-8b-Chat-Hf,Llama-3-8b-Chat-Hf (zero shot with freeze values),Meta,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,2733,2,2024-07-21,2025-06-08
Llama-3-8b-Chat-Hf,Llama-3-8b-Chat-Hf (scratchpad),Meta,scratchpad,0,3,same_model_version_nonrepresentative_configuration,2733,2,2024-07-21,2025-06-08
Llama-3-8b-Chat-Hf,Llama-3-8b-Chat-Hf (scratchpad with freeze values),Meta,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,2733,2,2024-07-21,2025-06-08
Llama-3.2-3B-Instruct-Turbo,Llama-3.2-3B-Instruct-Turbo (zero shot),Meta,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,2464,2,2025-05-11,2025-05-25
Llama-3.2-3B-Instruct-Turbo,Llama-3.2-3B-Instruct-Turbo (zero shot with freeze values),Meta,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Llama-3.2-3B-Instruct-Turbo,Llama-3.2-3B-Instruct-Turbo (scratchpad),Meta,scratchpad,0,3,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Llama-3.2-3B-Instruct-Turbo,Llama-3.2-3B-Instruct-Turbo (scratchpad with freeze values),Meta,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Llama-3.3-70B-Instruct-Turbo,Llama-3.3-70B-Instruct-Turbo (zero shot),Meta,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,9565,7,2025-03-02,2025-05-25
Llama-3.3-70B-Instruct-Turbo,Llama-3.3-70B-Instruct-Turbo (zero shot with freeze values),Meta,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,9565,7,2025-03-02,2025-05-25
Llama-3.3-70B-Instruct-Turbo,Llama-3.3-70B-Instruct-Turbo (scratchpad),Meta,scratchpad,0,3,same_model_version_nonrepresentative_configuration,9565,7,2025-03-02,2025-05-25
Llama-3.3-70B-Instruct-Turbo,Llama-3.3-70B-Instruct-Turbo (scratchpad with freeze values),Meta,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,9565,7,2025-03-02,2025-05-25
Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot),Meta,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,6198,5,2025-04-13,2025-08-03
Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8 (zero shot with freeze values),Meta,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,6198,5,2025-04-13,2025-08-03
Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad),Meta,scratchpad,0,3,same_model_version_nonrepresentative_configuration,4964,4,2025-04-13,2025-05-25
Llama-4-Maverick-17B-128E-Instruct-FP8,Llama-4-Maverick-17B-128E-Instruct-FP8 (scratchpad with freeze values),Meta,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,4964,4,2025-04-13,2025-05-25
Llama-4-Scout-17B-16E-Instruct,Llama-4-Scout-17B-16E-Instruct (zero shot),Meta,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,6198,5,2025-04-13,2025-08-03
Llama-4-Scout-17B-16E-Instruct,Llama-4-Scout-17B-16E-Instruct (zero shot with freeze values),Meta,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,6198,5,2025-04-13,2025-08-03
Llama-4-Scout-17B-16E-Instruct,Llama-4-Scout-17B-16E-Instruct (scratchpad),Meta,scratchpad,0,3,same_model_version_nonrepresentative_configuration,4964,4,2025-04-13,2025-05-25
Llama-4-Scout-17B-16E-Instruct,Llama-4-Scout-17B-16E-Instruct (scratchpad with freeze values),Meta,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,4964,4,2025-04-13,2025-05-25
Magistral-Medium-2506,Magistral-Medium-2506 (zero shot),Mistral,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,3654,3,2025-08-03,2025-08-31
Magistral-Medium-2506,Magistral-Medium-2506 (zero shot with freeze values),Mistral,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,3654,3,2025-08-03,2025-08-31
Magistral-Medium-2506,Magistral-Medium-2506 (scratchpad),Mistral,scratchpad,0,3,same_model_version_nonrepresentative_configuration,3654,3,2025-08-03,2025-08-31
Magistral-Medium-2506,Magistral-Medium-2506 (scratchpad with freeze values),Mistral,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,3654,3,2025-08-03,2025-08-31
Meta-Llama-3.1-405B-Instruct-Turbo,Meta-Llama-3.1-405B-Instruct-Turbo (zero shot),Meta,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,2464,2,2025-05-11,2025-05-25
Meta-Llama-3.1-405B-Instruct-Turbo,Meta-Llama-3.1-405B-Instruct-Turbo (zero shot with freeze values),Meta,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Meta-Llama-3.1-405B-Instruct-Turbo,Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad),Meta,scratchpad,0,3,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Meta-Llama-3.1-405B-Instruct-Turbo,Meta-Llama-3.1-405B-Instruct-Turbo (scratchpad with freeze values),Meta,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Mistral-Large-2407,Mistral-Large-2407 (zero shot),Mistral,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,8960,7,2025-03-30,2025-06-22
Mistral-Large-2407,Mistral-Large-2407 (zero shot with freeze values),Mistral,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,8960,7,2025-03-30,2025-06-22
Mistral-Large-2407,Mistral-Large-2407 (scratchpad),Mistral,scratchpad,0,3,same_model_version_nonrepresentative_configuration,8960,7,2025-03-30,2025-06-22
Mistral-Large-2407,Mistral-Large-2407 (scratchpad with freeze values),Mistral,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,8960,7,2025-03-30,2025-06-22
Mistral-Large-2411,Mistral-Large-2411 (zero shot),Mistral,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,3654,3,2025-08-03,2025-08-31
Mistral-Large-2411,Mistral-Large-2411 (zero shot with freeze values),Mistral,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,3654,3,2025-08-03,2025-08-31
Mistral-Large-2411,Mistral-Large-2411 (scratchpad),Mistral,scratchpad,0,3,same_model_version_nonrepresentative_configuration,3654,3,2025-08-03,2025-08-31
Mistral-Large-2411,Mistral-Large-2411 (scratchpad with freeze values),Mistral,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,3654,3,2025-08-03,2025-08-31
Mistral-Large-Latest,Mistral-Large-Latest (zero shot),Mistral AI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,1507,1,2024-07-21,2024-07-21
Mistral-Large-Latest,Mistral-Large-Latest (zero shot with freeze values),Mistral AI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mistral-Large-Latest,Mistral-Large-Latest (scratchpad),Mistral AI,scratchpad,0,3,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mistral-Large-Latest,Mistral-Large-Latest (scratchpad with news),Mistral AI,scratchpad with news,0,4,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mistral-Large-Latest,Mistral-Large-Latest (scratchpad with freeze values),Mistral AI,scratchpad with freeze values,0,5,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mistral-Large-Latest,Mistral-Large-Latest (scratchpad with news with freeze values),Mistral AI,scratchpad with news with freeze values,0,6,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x22B-Instruct-V0.1,Mixtral-8x22B-Instruct-V0.1 (zero shot),Mistral AI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x22B-Instruct-V0.1,Mixtral-8x22B-Instruct-V0.1 (zero shot with freeze values),Mistral AI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x22B-Instruct-V0.1,Mixtral-8x22B-Instruct-V0.1 (scratchpad),Mistral AI,scratchpad,0,3,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x22B-Instruct-V0.1,Mixtral-8x22B-Instruct-V0.1 (scratchpad with news),Mistral AI,scratchpad with news,0,4,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x22B-Instruct-V0.1,Mixtral-8x22B-Instruct-V0.1 (scratchpad with freeze values),Mistral AI,scratchpad with freeze values,0,5,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x22B-Instruct-V0.1,Mixtral-8x22B-Instruct-V0.1 (scratchpad with news with freeze values),Mistral AI,scratchpad with news with freeze values,0,6,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x7B-Instruct-V0.1,Mixtral-8x7B-Instruct-V0.1 (zero shot),Mistral AI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x7B-Instruct-V0.1,Mixtral-8x7B-Instruct-V0.1 (zero shot with freeze values),Mistral AI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x7B-Instruct-V0.1,Mixtral-8x7B-Instruct-V0.1 (scratchpad),Mistral AI,scratchpad,0,3,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x7B-Instruct-V0.1,Mixtral-8x7B-Instruct-V0.1 (scratchpad with news),Mistral AI,scratchpad with news,0,4,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x7B-Instruct-V0.1,Mixtral-8x7B-Instruct-V0.1 (scratchpad with freeze values),Mistral AI,scratchpad with freeze values,0,5,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Mixtral-8x7B-Instruct-V0.1,Mixtral-8x7B-Instruct-V0.1 (scratchpad with news with freeze values),Mistral AI,scratchpad with news with freeze values,0,6,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
O3-2025-04-16,O3-2025-04-16 (zero shot),OpenAI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,5327,6,2025-04-27,2025-12-21
O3-2025-04-16,O3-2025-04-16 (zero shot with freeze values),OpenAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,5327,6,2025-04-27,2025-12-21
O3-2025-04-16,O3-2025-04-16 (scratchpad),OpenAI,scratchpad,0,3,same_model_version_nonrepresentative_configuration,1262,1,2025-04-27,2025-04-27
O3-2025-04-16,O3-2025-04-16 (scratchpad with freeze values),OpenAI,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,1262,1,2025-04-27,2025-04-27
O3-Mini-2025-01-31,O3-Mini-2025-01-31 (zero shot),OpenAI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,5569,4,2025-03-02,2025-04-27
O3-Mini-2025-01-31,O3-Mini-2025-01-31 (zero shot with freeze values),OpenAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,5569,4,2025-03-02,2025-04-27
O3-Mini-2025-01-31,O3-Mini-2025-01-31 (scratchpad),OpenAI,scratchpad,0,3,same_model_version_nonrepresentative_configuration,5569,4,2025-03-02,2025-04-27
O3-Mini-2025-01-31,O3-Mini-2025-01-31 (scratchpad with freeze values),OpenAI,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,5569,4,2025-03-02,2025-04-27
O4-Mini-2025-04-16,O4-Mini-2025-04-16 (zero shot),OpenAI,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,4909,4,2025-05-11,2025-08-17
O4-Mini-2025-04-16,O4-Mini-2025-04-16 (zero shot with freeze values),OpenAI,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,4909,4,2025-05-11,2025-08-17
O4-Mini-2025-04-16,O4-Mini-2025-04-16 (scratchpad),OpenAI,scratchpad,0,3,same_model_version_nonrepresentative_configuration,4909,4,2025-05-11,2025-08-17
O4-Mini-2025-04-16,O4-Mini-2025-04-16 (scratchpad with freeze values),OpenAI,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,4909,4,2025-05-11,2025-08-17
QwQ-32B-Preview,QwQ-32B-Preview (zero shot),Qwen,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,4035,3,2025-03-30,2025-04-27
QwQ-32B-Preview,QwQ-32B-Preview (zero shot with freeze values),Qwen,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,4035,3,2025-03-30,2025-04-27
QwQ-32B-Preview,QwQ-32B-Preview (scratchpad),Qwen,scratchpad,0,3,same_model_version_nonrepresentative_configuration,4035,3,2025-03-30,2025-04-27
QwQ-32B-Preview,QwQ-32B-Preview (scratchpad with freeze values),Qwen,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,4035,3,2025-03-30,2025-04-27
Qwen1.5-110B-Chat,Qwen1.5-110B-Chat (zero shot),Qwen,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,1507,1,2024-07-21,2024-07-21
Qwen1.5-110B-Chat,Qwen1.5-110B-Chat (zero shot with freeze values),Qwen,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Qwen1.5-110B-Chat,Qwen1.5-110B-Chat (scratchpad),Qwen,scratchpad,0,3,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Qwen1.5-110B-Chat,Qwen1.5-110B-Chat (scratchpad with news),Qwen,scratchpad with news,0,4,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Qwen1.5-110B-Chat,Qwen1.5-110B-Chat (scratchpad with freeze values),Qwen,scratchpad with freeze values,0,5,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Qwen1.5-110B-Chat,Qwen1.5-110B-Chat (scratchpad with news with freeze values),Qwen,scratchpad with news with freeze values,0,6,same_model_version_nonrepresentative_configuration,1507,1,2024-07-21,2024-07-21
Qwen2.5-72B-Instruct-Turbo,Qwen2.5-72B-Instruct-Turbo (zero shot),Qwen,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,2464,2,2025-05-11,2025-05-25
Qwen2.5-72B-Instruct-Turbo,Qwen2.5-72B-Instruct-Turbo (zero shot with freeze values),Qwen,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Qwen2.5-72B-Instruct-Turbo,Qwen2.5-72B-Instruct-Turbo (scratchpad),Qwen,scratchpad,0,3,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Qwen2.5-72B-Instruct-Turbo,Qwen2.5-72B-Instruct-Turbo (scratchpad with freeze values),Qwen,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,2464,2,2025-05-11,2025-05-25
Qwen3-235B-A22B-Fp8-Tput,Qwen3-235B-A22B-Fp8-Tput (zero shot),Qwen,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,12644,12,2025-05-11,2025-12-21
Qwen3-235B-A22B-Fp8-Tput,Qwen3-235B-A22B-Fp8-Tput (zero shot with freeze values),Qwen,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,12644,12,2025-05-11,2025-12-21
Qwen3-235B-A22B-Fp8-Tput,Qwen3-235B-A22B-Fp8-Tput (scratchpad),Qwen,scratchpad,0,3,same_model_version_nonrepresentative_configuration,7345,6,2025-05-11,2025-08-31
Qwen3-235B-A22B-Fp8-Tput,Qwen3-235B-A22B-Fp8-Tput (scratchpad with freeze values),Qwen,scratchpad with freeze values,0,4,same_model_version_nonrepresentative_configuration,7345,6,2025-05-11,2025-08-31
Qwen3-235B-A22B-Thinking-2507,Qwen3-235B-A22B-Thinking-2507 (zero shot),Qwen,zero shot,1,1,preferred_outcome_blind_zero_shot_configuration,4065,5,2025-10-26,2025-12-21
Qwen3-235B-A22B-Thinking-2507,Qwen3-235B-A22B-Thinking-2507 (zero shot with freeze values),Qwen,zero shot with freeze values,0,2,same_model_version_nonrepresentative_configuration,4065,5,2025-10-26,2025-12-21
claude-3-5-haiku-20241022,claude-3-5-haiku-20241022,Anthropic,,1,1,only_available_configuration,1234,1,2025-08-03,2025-08-03
