scope_dimension,scope_id,model_id,model_name,organization,n_targets,n_dates,date_min,date_max,n_dataset_targets,n_market_targets,adjusted_brier,brier_index,min_targets_required,eligible,reason
topic,climate_weather,m-e9cb69d903bb,GLM-4.6,Z.ai,425,3,2025-11-23,2025-12-21,424,1,0.13333685278842392,63.484680914933264,50,1,
topic,climate_weather,m-7020a0f966a0,GPT-3.5-Turbo-0125,OpenAI,223,1,2024-07-21,2024-07-21,217,6,0.2727056388654323,47.77877453894516,50,1,
topic,climate_weather,m-a208d7a5691d,GPT-4-0613,OpenAI,223,1,2024-07-21,2024-07-21,217,6,0.14033086928017902,62.53923795754028,50,1,
topic,climate_weather,m-6c9f0d592b9e,GPT-4-Turbo-2024-04-09,OpenAI,1001,5,2024-07-21,2025-06-22,993,8,0.12872441316086797,64.12181538025258,50,1,
topic,climate_weather,m-05bcc48ff6e5,GPT-4.1-2025-04-14,OpenAI,1844,11,2025-04-27,2025-12-21,1835,9,0.1481631690834395,61.50803082675043,50,1,
topic,climate_weather,m-141905ecaf50,GPT-4.5-Preview-2025-02-27,OpenAI,472,2,2025-03-02,2025-03-16,470,2,0.1175253740074002,65.71802601841601,50,1,
topic,climate_weather,m-9b816f4a6295,GPT-4o,OpenAI,223,1,2024-07-21,2024-07-21,217,6,0.1341440413231898,63.37432030348245,50,1,
topic,climate_weather,m-79448501633c,GPT-4o-2024-05-13,OpenAI,1396,7,2025-03-30,2025-06-22,1392,4,0.16720111356903236,59.10976723360059,50,1,
topic,climate_weather,m-1327a2256ab1,GPT-4o-2024-11-20,OpenAI,236,1,2025-03-16,2025-03-16,236,0,0.1863278149585392,56.83429428834283,50,1,
topic,climate_weather,m-ae18b690c932,GPT-5-2025-08-07,OpenAI,451,3,2025-08-31,2025-11-09,445,6,0.1264864907550161,64.43506069806723,50,1,
topic,climate_weather,m-f24e45c2ffe1,GPT-5-Mini-2025-08-07,OpenAI,876,6,2025-08-31,2025-12-21,869,7,0.1469846587666598,61.661421679115456,50,1,
topic,climate_weather,m-578dfe52357a,GPT-5-Nano-2025-08-07,OpenAI,876,6,2025-08-31,2025-12-21,869,7,0.1657064178063939,59.292946826576376,50,1,
topic,climate_weather,m-94017b30895f,GPT-5.1-2025-11-13,OpenAI,425,3,2025-11-23,2025-12-21,424,1,0.13210914052427292,63.65317888394186,50,1,
topic,climate_weather,m-97effa48de43,Gemini-1.5-Flash,Google,223,1,2024-07-21,2024-07-21,217,6,0.1549886649791036,60.63140020535356,50,1,
topic,climate_weather,m-b490be7f673d,Gemini-1.5-Pro,Google,223,1,2024-07-21,2024-07-21,217,6,0.14137499370414205,62.400133816176684,50,1,
topic,climate_weather,m-9c3534697719,Gemini-2.0-Flash-Lite-001,Google,425,2,2025-03-30,2025-04-13,423,2,0.24516926205363213,50.485430219617975,50,1,
topic,climate_weather,m-df9bf331b6c6,Gemini-2.5-Flash,Google,876,6,2025-08-31,2025-12-21,869,7,0.1426088694667168,62.23641046368649,50,1,
topic,climate_weather,m-04529271c59f,Gemini-2.5-Flash-Preview-04-17,Google,193,1,2025-04-27,2025-04-27,193,0,0.09150860013658103,69.74961155016666,50,1,
topic,climate_weather,m-598c1f6ddf28,Gemini-2.5-Pro,Google,876,6,2025-08-31,2025-12-21,869,7,0.19365309912004403,55.99396642276835,50,1,
topic,climate_weather,m-29e11ffd28bd,Gemini-2.5-Pro-Exp-03-25,Google,425,2,2025-03-30,2025-04-13,423,2,0.2620310232829453,48.811034071496884,50,1,
topic,climate_weather,m-053c89805c23,Gemini-2.5-Pro-Preview-03-25,Google,193,1,2025-04-27,2025-04-27,193,0,0.10146092656145153,68.14706817866659,50,1,
topic,climate_weather,m-cada5739cf58,Gemini-3-Pro-Preview,Google,425,3,2025-11-23,2025-12-21,424,1,0.10532647542993334,67.54595935327416,50,1,
topic,climate_weather,m-b76a45f2b4b2,Grok-4-0709,xAI,687,5,2025-10-26,2025-12-21,680,7,0.14833583836775485,61.48560809674455,50,1,
topic,climate_weather,m-c4a1571ba4ba,Grok-4-1-Fast-Non-Reasoning,xAI,425,3,2025-11-23,2025-12-21,424,1,0.13017435278842382,63.920316965302504,50,1,
topic,climate_weather,m-dfe826c35622,Grok-4-1-Fast-Reasoning,xAI,425,3,2025-11-23,2025-12-21,424,1,0.11420740821295214,66.20541341975728,50,1,
topic,climate_weather,m-66e6293ebabd,Grok-4-Fast-Non-Reasoning,xAI,687,5,2025-10-26,2025-12-21,680,7,0.11064462030052874,66.73671388745112,50,1,
topic,climate_weather,m-b90f08c417b4,Grok-4-Fast-Reasoning,xAI,687,5,2025-10-26,2025-12-21,680,7,0.11533132534254566,66.03953396336475,50,1,
topic,climate_weather,m-5397516d6b66,Grok-beta,xAI,425,2,2025-03-30,2025-04-13,423,2,0.12353294408672777,64.85274632539154,50,1,
topic,climate_weather,m-671c77b45c99,Kimi-K2-Instruct,Moonshot,840,5,2025-08-03,2025-11-09,833,7,0.18788121607293506,56.654733121950315,50,1,
topic,climate_weather,m-428468ff2bf7,Kimi-K2-Instruct-0905,Moonshot,687,5,2025-10-26,2025-12-21,680,7,0.12813940265346835,64.20343554844008,50,1,
topic,climate_weather,m-2609f7b2c90d,Kimi-K2-Thinking,Moonshot,425,3,2025-11-23,2025-12-21,424,1,0.261020107505405,48.909873017832005,50,1,
topic,climate_weather,m-aff0141c1db6,Llama-2-70b-Chat-Hf,Meta,223,1,2024-07-21,2024-07-21,217,6,0.22829487810122345,52.21978672073308,50,1,
topic,climate_weather,m-59b8d2646c71,Llama-3-70b-Chat-Hf,Meta,615,3,2024-07-21,2025-06-22,608,7,0.17913997407690424,57.67506951253147,50,1,
topic,climate_weather,m-c8e7cf815ccc,Llama-3-8b-Chat-Hf,Meta,414,2,2024-07-21,2025-06-08,408,6,0.1535304945391448,60.817032458076284,50,1,
topic,climate_weather,m-dd2b8d444fc9,Llama-3.2-3B-Instruct-Turbo,Meta,386,2,2025-05-11,2025-05-25,385,1,0.14397460457627642,62.056014366401044,50,1,
topic,climate_weather,m-66462d08dc57,Llama-3.3-70B-Instruct-Turbo,Meta,1476,7,2025-03-02,2025-05-25,1471,5,0.1662600820666409,59.224997600657225,50,1,
topic,climate_weather,m-a3bda6bae463,Llama-4-Maverick-17B-128E-Instruct-FP8,Meta,964,5,2025-04-13,2025-08-03,961,3,0.26619440947442485,48.405968419358345,50,1,
topic,climate_weather,m-bb19cddaf077,Llama-4-Scout-17B-16E-Instruct,Meta,964,5,2025-04-13,2025-08-03,961,3,0.1609517455826455,59.88120819582854,50,1,
topic,climate_weather,m-efc6d97b839b,Magistral-Medium-2506,Mistral,578,3,2025-08-03,2025-08-31,577,1,0.28367692057311933,46.73867063496074,50,1,
topic,climate_weather,m-3b9f2e7f3246,Meta-Llama-3.1-405B-Instruct-Turbo,Meta,386,2,2025-05-11,2025-05-25,385,1,0.12732468249835432,64.31741566276983,50,1,
topic,climate_weather,m-65987e132401,Mistral-Large-2407,Mistral,1396,7,2025-03-30,2025-06-22,1392,4,0.14821418828167393,61.50140414486862,50,1,
topic,climate_weather,m-e058ba8175c4,Mistral-Large-2411,Mistral,578,3,2025-08-03,2025-08-31,577,1,0.351850664073986,40.68299872094122,50,1,
topic,climate_weather,m-212d976ab56f,Mistral-Large-Latest,Mistral AI,223,1,2024-07-21,2024-07-21,217,6,0.1338769138270299,63.410805717120546,50,1,
topic,climate_weather,m-480bfb73b3c9,Mixtral-8x22B-Instruct-V0.1,Mistral AI,223,1,2024-07-21,2024-07-21,217,6,0.15167445606973345,61.05459512731528,50,1,
topic,climate_weather,m-a1417ba24fa8,Mixtral-8x7B-Instruct-V0.1,Mistral AI,223,1,2024-07-21,2024-07-21,217,6,0.2182254975674293,53.28538798540341,50,1,
topic,climate_weather,m-f011d1a6002f,O3-2025-04-16,OpenAI,880,6,2025-04-27,2025-12-21,873,7,0.16059614459341814,59.925551208604475,50,1,
topic,climate_weather,m-373ceb1e93fd,O3-Mini-2025-01-31,OpenAI,854,4,2025-03-02,2025-04-27,850,4,0.1412612847828103,62.41525777887917,50,1,
topic,climate_weather,m-6a31eaeafa02,O4-Mini-2025-04-16,OpenAI,775,4,2025-05-11,2025-08-17,773,2,0.09387243867751059,69.3613905867922,50,1,
topic,climate_weather,m-f0311033bb98,QwQ-32B-Preview,Qwen,618,3,2025-03-30,2025-04-27,616,2,0.26526572627071604,48.49604614491078,50,1,
topic,climate_weather,m-3a8fc11881e0,Qwen1.5-110B-Chat,Qwen,223,1,2024-07-21,2024-07-21,217,6,0.15057134547065515,61.196476259152035,50,1,
topic,climate_weather,m-b6562900ea66,Qwen2.5-72B-Instruct-Turbo,Qwen,386,2,2025-05-11,2025-05-25,385,1,0.17278896821264,58.43210755731776,50,1,
topic,climate_weather,m-1982b0897833,Qwen3-235B-A22B-Fp8-Tput,Qwen,2043,12,2025-05-11,2025-12-21,2033,10,0.19029421821047673,56.37727447642953,50,1,
topic,climate_weather,m-9cbe524bc40b,Qwen3-235B-A22B-Thinking-2507,Qwen,687,5,2025-10-26,2025-12-21,680,7,0.1551066179969573,60.616422458471696,50,1,
topic,climate_weather,m-162eda995e0e,claude-3-5-haiku-20241022,Anthropic,199,1,2025-08-03,2025-08-03,198,1,0.18400714166677296,57.103946374197434,50,1,
topic,entertainment_culture,m-2673f7adab79,Claude-2.1,Anthropic,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-1133a988055e,Claude-3-5-Sonnet-20240620,Anthropic,118,13,2024-07-21,2025-08-31,0,118,0.09063972921959727,69.89356726219506,50,1,
topic,entertainment_culture,m-05d476e35038,Claude-3-5-Sonnet-20241022,Anthropic,69,7,2025-03-02,2025-05-25,0,69,0.06777026331467316,73.96727764626351,50,1,
topic,entertainment_culture,m-4cc7ba3fbff8,Claude-3-7-Sonnet-20250219,Anthropic,84,12,2025-03-02,2025-12-21,0,84,0.10535829233207177,67.54105788352433,50,1,
topic,entertainment_culture,m-82ee262512a5,Claude-3-Haiku-20240307,Anthropic,43,5,2024-07-21,2025-06-22,0,43,,,50,0,n_targets_43_below_min_50
topic,entertainment_culture,m-30b22f7eaedf,Claude-3-Opus-20240229,Anthropic,43,5,2024-07-21,2025-06-22,0,43,,,50,0,n_targets_43_below_min_50
topic,entertainment_culture,m-c22226db460e,Claude-Haiku-4-5-20251001,Anthropic,15,5,2025-10-26,2025-12-21,0,15,,,50,0,n_targets_15_below_min_50
topic,entertainment_culture,m-c4660ed0e412,Claude-Opus-4-1-20250805,Anthropic,32,7,2025-08-17,2025-12-21,0,32,,,50,0,n_targets_32_below_min_50
topic,entertainment_culture,m-af5950a758ba,Claude-Opus-4-20250514,Anthropic,10,1,2025-08-03,2025-08-03,0,10,,,50,0,n_targets_10_below_min_50
topic,entertainment_culture,m-b3cf2d9147b2,Claude-Opus-4-5-20251101,Anthropic,8,2,2025-12-07,2025-12-21,0,8,,,50,0,n_targets_8_below_min_50
topic,entertainment_culture,m-14c43b6fbaea,Claude-Sonnet-4-20250514,Anthropic,34,6,2025-08-03,2025-11-23,0,34,,,50,0,n_targets_34_below_min_50
topic,entertainment_culture,m-067cec3d920e,Claude-Sonnet-4-5-20250929,Anthropic,15,5,2025-10-26,2025-12-21,0,15,,,50,0,n_targets_15_below_min_50
topic,entertainment_culture,m-f7d79f342a93,DeepSeek-R1,DeepSeek,48,5,2025-03-02,2025-04-27,0,48,,,50,0,n_targets_48_below_min_50
topic,entertainment_culture,m-4973eaa8e3ba,DeepSeek-V3,DeepSeek,48,5,2025-03-02,2025-04-27,0,48,,,50,0,n_targets_48_below_min_50
topic,entertainment_culture,m-cd40178d5b8c,DeepSeek-V3.1,DeepSeek,15,5,2025-10-26,2025-12-21,0,15,,,50,0,n_targets_15_below_min_50
topic,entertainment_culture,m-d2e90294cfd4,GLM-4.5-Air-FP8,Z.ai,11,3,2025-08-31,2025-11-09,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-e9cb69d903bb,GLM-4.6,Z.ai,12,3,2025-11-23,2025-12-21,0,12,,,50,0,n_targets_12_below_min_50
topic,entertainment_culture,m-7020a0f966a0,GPT-3.5-Turbo-0125,OpenAI,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-a208d7a5691d,GPT-4-0613,OpenAI,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-6c9f0d592b9e,GPT-4-Turbo-2024-04-09,OpenAI,43,5,2024-07-21,2025-06-22,0,43,,,50,0,n_targets_43_below_min_50
topic,entertainment_culture,m-05bcc48ff6e5,GPT-4.1-2025-04-14,OpenAI,71,11,2025-04-27,2025-12-21,0,71,0.09619043885759816,68.98541651777374,50,1,
topic,entertainment_culture,m-141905ecaf50,GPT-4.5-Preview-2025-02-27,OpenAI,24,2,2025-03-02,2025-03-16,0,24,,,50,0,n_targets_24_below_min_50
topic,entertainment_culture,m-9b816f4a6295,GPT-4o,OpenAI,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-79448501633c,GPT-4o-2024-05-13,OpenAI,56,7,2025-03-30,2025-06-22,0,56,0.10085961329087749,68.24159744400271,50,1,
topic,entertainment_culture,m-1327a2256ab1,GPT-4o-2024-11-20,OpenAI,13,1,2025-03-16,2025-03-16,0,13,,,50,0,n_targets_13_below_min_50
topic,entertainment_culture,m-ae18b690c932,GPT-5-2025-08-07,OpenAI,11,3,2025-08-31,2025-11-09,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-f24e45c2ffe1,GPT-5-Mini-2025-08-07,OpenAI,23,6,2025-08-31,2025-12-21,0,23,,,50,0,n_targets_23_below_min_50
topic,entertainment_culture,m-578dfe52357a,GPT-5-Nano-2025-08-07,OpenAI,23,6,2025-08-31,2025-12-21,0,23,,,50,0,n_targets_23_below_min_50
topic,entertainment_culture,m-94017b30895f,GPT-5.1-2025-11-13,OpenAI,12,3,2025-11-23,2025-12-21,0,12,,,50,0,n_targets_12_below_min_50
topic,entertainment_culture,m-97effa48de43,Gemini-1.5-Flash,Google,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-b490be7f673d,Gemini-1.5-Pro,Google,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-9c3534697719,Gemini-2.0-Flash-Lite-001,Google,16,2,2025-03-30,2025-04-13,0,16,,,50,0,n_targets_16_below_min_50
topic,entertainment_culture,m-df9bf331b6c6,Gemini-2.5-Flash,Google,23,6,2025-08-31,2025-12-21,0,23,,,50,0,n_targets_23_below_min_50
topic,entertainment_culture,m-04529271c59f,Gemini-2.5-Flash-Preview-04-17,Google,8,1,2025-04-27,2025-04-27,0,8,,,50,0,n_targets_8_below_min_50
topic,entertainment_culture,m-598c1f6ddf28,Gemini-2.5-Pro,Google,23,6,2025-08-31,2025-12-21,0,23,,,50,0,n_targets_23_below_min_50
topic,entertainment_culture,m-29e11ffd28bd,Gemini-2.5-Pro-Exp-03-25,Google,16,2,2025-03-30,2025-04-13,0,16,,,50,0,n_targets_16_below_min_50
topic,entertainment_culture,m-053c89805c23,Gemini-2.5-Pro-Preview-03-25,Google,8,1,2025-04-27,2025-04-27,0,8,,,50,0,n_targets_8_below_min_50
topic,entertainment_culture,m-cada5739cf58,Gemini-3-Pro-Preview,Google,12,3,2025-11-23,2025-12-21,0,12,,,50,0,n_targets_12_below_min_50
topic,entertainment_culture,m-b76a45f2b4b2,Grok-4-0709,xAI,15,5,2025-10-26,2025-12-21,0,15,,,50,0,n_targets_15_below_min_50
topic,entertainment_culture,m-c4a1571ba4ba,Grok-4-1-Fast-Non-Reasoning,xAI,12,3,2025-11-23,2025-12-21,0,12,,,50,0,n_targets_12_below_min_50
topic,entertainment_culture,m-dfe826c35622,Grok-4-1-Fast-Reasoning,xAI,12,3,2025-11-23,2025-12-21,0,12,,,50,0,n_targets_12_below_min_50
topic,entertainment_culture,m-66e6293ebabd,Grok-4-Fast-Non-Reasoning,xAI,15,5,2025-10-26,2025-12-21,0,15,,,50,0,n_targets_15_below_min_50
topic,entertainment_culture,m-b90f08c417b4,Grok-4-Fast-Reasoning,xAI,15,5,2025-10-26,2025-12-21,0,15,,,50,0,n_targets_15_below_min_50
topic,entertainment_culture,m-5397516d6b66,Grok-beta,xAI,16,2,2025-03-30,2025-04-13,0,16,,,50,0,n_targets_16_below_min_50
topic,entertainment_culture,m-671c77b45c99,Kimi-K2-Instruct,Moonshot,30,5,2025-08-03,2025-11-09,0,30,,,50,0,n_targets_30_below_min_50
topic,entertainment_culture,m-428468ff2bf7,Kimi-K2-Instruct-0905,Moonshot,15,5,2025-10-26,2025-12-21,0,15,,,50,0,n_targets_15_below_min_50
topic,entertainment_culture,m-2609f7b2c90d,Kimi-K2-Thinking,Moonshot,12,3,2025-11-23,2025-12-21,0,12,,,50,0,n_targets_12_below_min_50
topic,entertainment_culture,m-aff0141c1db6,Llama-2-70b-Chat-Hf,Meta,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-59b8d2646c71,Llama-3-70b-Chat-Hf,Meta,22,3,2024-07-21,2025-06-22,0,22,,,50,0,n_targets_22_below_min_50
topic,entertainment_culture,m-c8e7cf815ccc,Llama-3-8b-Chat-Hf,Meta,16,2,2024-07-21,2025-06-08,0,16,,,50,0,n_targets_16_below_min_50
topic,entertainment_culture,m-dd2b8d444fc9,Llama-3.2-3B-Instruct-Turbo,Meta,21,2,2025-05-11,2025-05-25,0,21,,,50,0,n_targets_21_below_min_50
topic,entertainment_culture,m-66462d08dc57,Llama-3.3-70B-Instruct-Turbo,Meta,69,7,2025-03-02,2025-05-25,0,69,0.08578765461902098,70.71047036584217,50,1,
topic,entertainment_culture,m-a3bda6bae463,Llama-4-Maverick-17B-128E-Instruct-FP8,Meta,47,5,2025-04-13,2025-08-03,0,47,,,50,0,n_targets_47_below_min_50
topic,entertainment_culture,m-bb19cddaf077,Llama-4-Scout-17B-16E-Instruct,Meta,47,5,2025-04-13,2025-08-03,0,47,,,50,0,n_targets_47_below_min_50
topic,entertainment_culture,m-efc6d97b839b,Magistral-Medium-2506,Mistral,27,3,2025-08-03,2025-08-31,0,27,,,50,0,n_targets_27_below_min_50
topic,entertainment_culture,m-3b9f2e7f3246,Meta-Llama-3.1-405B-Instruct-Turbo,Meta,21,2,2025-05-11,2025-05-25,0,21,,,50,0,n_targets_21_below_min_50
topic,entertainment_culture,m-65987e132401,Mistral-Large-2407,Mistral,56,7,2025-03-30,2025-06-22,0,56,0.1019221132908775,68.07475712059852,50,1,
topic,entertainment_culture,m-e058ba8175c4,Mistral-Large-2411,Mistral,27,3,2025-08-03,2025-08-31,0,27,,,50,0,n_targets_27_below_min_50
topic,entertainment_culture,m-212d976ab56f,Mistral-Large-Latest,Mistral AI,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-480bfb73b3c9,Mixtral-8x22B-Instruct-V0.1,Mistral AI,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-a1417ba24fa8,Mixtral-8x7B-Instruct-V0.1,Mistral AI,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-f011d1a6002f,O3-2025-04-16,OpenAI,23,6,2025-04-27,2025-12-21,0,23,,,50,0,n_targets_23_below_min_50
topic,entertainment_culture,m-373ceb1e93fd,O3-Mini-2025-01-31,OpenAI,35,4,2025-03-02,2025-04-27,0,35,,,50,0,n_targets_35_below_min_50
topic,entertainment_culture,m-6a31eaeafa02,O4-Mini-2025-04-16,OpenAI,40,4,2025-05-11,2025-08-17,0,40,,,50,0,n_targets_40_below_min_50
topic,entertainment_culture,m-f0311033bb98,QwQ-32B-Preview,Qwen,24,3,2025-03-30,2025-04-27,0,24,,,50,0,n_targets_24_below_min_50
topic,entertainment_culture,m-3a8fc11881e0,Qwen1.5-110B-Chat,Qwen,11,1,2024-07-21,2024-07-21,0,11,,,50,0,n_targets_11_below_min_50
topic,entertainment_culture,m-b6562900ea66,Qwen2.5-72B-Instruct-Turbo,Qwen,21,2,2025-05-11,2025-05-25,0,21,,,50,0,n_targets_21_below_min_50
topic,entertainment_culture,m-1982b0897833,Qwen3-235B-A22B-Fp8-Tput,Qwen,74,12,2025-05-11,2025-12-21,0,74,0.18982023218765987,56.43163622676888,50,1,
topic,entertainment_culture,m-9cbe524bc40b,Qwen3-235B-A22B-Thinking-2507,Qwen,15,5,2025-10-26,2025-12-21,0,15,,,50,0,n_targets_15_below_min_50
topic,entertainment_culture,m-162eda995e0e,claude-3-5-haiku-20241022,Anthropic,10,1,2025-08-03,2025-08-03,0,10,,,50,0,n_targets_10_below_min_50
topic,finance_economics,m-2673f7adab79,Claude-2.1,Anthropic,607,1,2024-07-21,2024-07-21,597,10,0.23162502494613202,51.87256240499272,50,1,
topic,finance_economics,m-1133a988055e,Claude-3-5-Sonnet-20240620,Anthropic,6921,13,2024-07-21,2025-08-31,6807,114,0.17308902681821486,58.39603061987777,50,1,
topic,finance_economics,m-05d476e35038,Claude-3-5-Sonnet-20241022,Anthropic,3879,7,2025-03-02,2025-05-25,3821,58,0.18751743201094645,56.696716982318016,50,1,
topic,finance_economics,m-4cc7ba3fbff8,Claude-3-7-Sonnet-20250219,Anthropic,5384,12,2025-03-02,2025-12-21,5282,102,0.18407350129073757,57.09621213800142,50,1,
topic,finance_economics,m-82ee262512a5,Claude-3-Haiku-20240307,Anthropic,2586,5,2024-07-21,2025-06-22,2538,48,0.23518740081943074,51.50387635909126,50,1,
topic,finance_economics,m-30b22f7eaedf,Claude-3-Opus-20240229,Anthropic,2586,5,2024-07-21,2025-06-22,2538,48,0.20736956086178632,54.462151910549586,50,1,
topic,finance_economics,m-c22226db460e,Claude-Haiku-4-5-20251001,Anthropic,1505,5,2025-10-26,2025-12-21,1461,44,0.12718498486465565,64.33699607931833,50,1,
topic,finance_economics,m-c4660ed0e412,Claude-Opus-4-1-20250805,Anthropic,2469,7,2025-08-17,2025-12-21,2410,59,0.13771184515500334,62.890453363722784,50,1,
topic,finance_economics,m-af5950a758ba,Claude-Opus-4-20250514,Anthropic,494,1,2025-08-03,2025-08-03,482,12,0.23907324246582679,51.104883427296464,50,1,
topic,finance_economics,m-b3cf2d9147b2,Claude-Opus-4-5-20251101,Anthropic,604,2,2025-12-07,2025-12-21,589,15,0.1683054540821755,58.974952275204416,50,1,
topic,finance_economics,m-14c43b6fbaea,Claude-Sonnet-4-20250514,Anthropic,2359,6,2025-08-03,2025-11-23,2303,56,0.17174900506576188,58.557388467211446,50,1,
topic,finance_economics,m-067cec3d920e,Claude-Sonnet-4-5-20250929,Anthropic,1505,5,2025-10-26,2025-12-21,1461,44,0.12865811314696543,64.13105617013997,50,1,
topic,finance_economics,m-f7d79f342a93,DeepSeek-R1,DeepSeek,2877,5,2025-03-02,2025-04-27,2838,39,0.20701912440311385,54.50064567456876,50,1,
topic,finance_economics,m-4973eaa8e3ba,DeepSeek-V3,DeepSeek,2877,5,2025-03-02,2025-04-27,2838,39,0.17504998782264036,58.16102441232095,50,1,
topic,finance_economics,m-cd40178d5b8c,DeepSeek-V3.1,DeepSeek,1505,5,2025-10-26,2025-12-21,1461,44,0.16097189729232037,59.87869676938193,50,1,
topic,finance_economics,m-d2e90294cfd4,GLM-4.5-Air-FP8,Z.ai,1092,3,2025-08-31,2025-11-09,1065,27,0.15200788989242903,61.01181077654041,50,1,
topic,finance_economics,m-e9cb69d903bb,GLM-4.6,Z.ai,901,3,2025-11-23,2025-12-21,878,23,0.2163463479142319,53.48695366735996,50,1,
topic,finance_economics,m-7020a0f966a0,GPT-3.5-Turbo-0125,OpenAI,607,1,2024-07-21,2024-07-21,597,10,0.26334484906673494,48.68286357689715,50,1,
topic,finance_economics,m-a208d7a5691d,GPT-4-0613,OpenAI,607,1,2024-07-21,2024-07-21,597,10,0.18628659948549559,56.83906865167347,50,1,
topic,finance_economics,m-6c9f0d592b9e,GPT-4-Turbo-2024-04-09,OpenAI,2586,5,2024-07-21,2025-06-22,2538,48,0.2051647976870423,54.70487910524553,50,1,
topic,finance_economics,m-05bcc48ff6e5,GPT-4.1-2025-04-14,OpenAI,4464,11,2025-04-27,2025-12-21,4368,96,0.15227349348508923,60.97776358470863,50,1,
topic,finance_economics,m-141905ecaf50,GPT-4.5-Preview-2025-02-27,OpenAI,1259,2,2025-03-02,2025-03-16,1241,18,0.15736285126883975,60.33101321323675,50,1,
topic,finance_economics,m-9b816f4a6295,GPT-4o,OpenAI,607,1,2024-07-21,2024-07-21,597,10,0.17616126447712033,58.028430518132836,50,1,
topic,finance_economics,m-79448501633c,GPT-4o-2024-05-13,OpenAI,3597,7,2025-03-30,2025-06-22,3538,59,0.19546300526101176,55.78880172840689,50,1,
topic,finance_economics,m-1327a2256ab1,GPT-4o-2024-11-20,OpenAI,623,1,2025-03-16,2025-03-16,613,10,0.18174489359629475,57.36845140083523,50,1,
topic,finance_economics,m-ae18b690c932,GPT-5-2025-08-07,OpenAI,1092,3,2025-08-31,2025-11-09,1065,27,0.13624451880948152,63.08868482301375,50,1,
topic,finance_economics,m-f24e45c2ffe1,GPT-5-Mini-2025-08-07,OpenAI,1993,6,2025-08-31,2025-12-21,1943,50,0.12931979513295774,64.03893840096518,50,1,
topic,finance_economics,m-578dfe52357a,GPT-5-Nano-2025-08-07,OpenAI,1993,6,2025-08-31,2025-12-21,1943,50,0.1335360485053748,63.457415457390695,50,1,
topic,finance_economics,m-94017b30895f,GPT-5.1-2025-11-13,OpenAI,901,3,2025-11-23,2025-12-21,878,23,0.16829043828761026,58.97678239245363,50,1,
topic,finance_economics,m-97effa48de43,Gemini-1.5-Flash,Google,607,1,2024-07-21,2024-07-21,597,10,0.22004992025601489,53.090521186436646,50,1,
topic,finance_economics,m-b490be7f673d,Gemini-1.5-Pro,Google,607,1,2024-07-21,2024-07-21,597,10,0.19884380216556258,55.408094662196525,50,1,
topic,finance_economics,m-9c3534697719,Gemini-2.0-Flash-Lite-001,Google,1119,2,2025-03-30,2025-04-13,1104,15,0.21096976676512624,54.06855469668669,50,1,
topic,finance_economics,m-df9bf331b6c6,Gemini-2.5-Flash,Google,1993,6,2025-08-31,2025-12-21,1943,50,0.15769171476859864,60.289583889286845,50,1,
topic,finance_economics,m-04529271c59f,Gemini-2.5-Flash-Preview-04-17,Google,499,1,2025-04-27,2025-04-27,493,6,0.2117287916276804,53.98600303954455,50,1,
topic,finance_economics,m-598c1f6ddf28,Gemini-2.5-Pro,Google,1993,6,2025-08-31,2025-12-21,1943,50,0.1681671981648416,58.99180592066489,50,1,
topic,finance_economics,m-29e11ffd28bd,Gemini-2.5-Pro-Exp-03-25,Google,1119,2,2025-03-30,2025-04-13,1104,15,0.1931265058955614,56.05383908740589,50,1,
topic,finance_economics,m-053c89805c23,Gemini-2.5-Pro-Preview-03-25,Google,499,1,2025-04-27,2025-04-27,493,6,0.16920196912429974,58.86583304304076,50,1,
topic,finance_economics,m-cada5739cf58,Gemini-3-Pro-Preview,Google,901,3,2025-11-23,2025-12-21,878,23,0.1642079594820243,59.47741870487218,50,1,
topic,finance_economics,m-b76a45f2b4b2,Grok-4-0709,xAI,1505,5,2025-10-26,2025-12-21,1461,44,0.18881621839088303,56.54701179540318,50,1,
topic,finance_economics,m-c4a1571ba4ba,Grok-4-1-Fast-Non-Reasoning,xAI,901,3,2025-11-23,2025-12-21,878,23,0.1883330008309399,56.60264975474425,50,1,
